time_sec,x,y,yaw
314.340,1.3776,-1.3398,-2.3186
314.660,1.3414,-1.3756,-2.4075
314.980,1.3022,-1.4078,-2.5011
315.300,1.2606,-1.4358,-2.6007
315.640,1.2138,-1.4604,-2.7130
315.980,1.1649,-1.4794,-2.8309
316.320,1.1144,-1.4923,-2.9532
316.660,1.0631,-1.4987,-3.0798
320.760,1.1120,-1.5177,-0.2793
321.080,1.1633,-1.5306,-0.2155
321.380,1.2133,-1.5404,-0.1751
321.680,1.2643,-1.5486,-0.1429
321.980,1.3156,-1.5552,-0.1122
322.280,1.3671,-1.5602,-0.0816
322.580,1.4184,-1.5635,-0.0478
322.880,1.4697,-1.5650,-0.0109
323.180,1.5208,-1.5646,0.0279
323.480,1.5718,-1.5622,0.0680
323.780,1.6225,-1.5577,0.1091
324.080,1.6731,-1.5511,0.1497
324.380,1.7235,-1.5425,0.1877
324.680,1.7738,-1.5320,0.2229
324.980,1.8240,-1.5197,0.2546
325.280,1.8742,-1.5059,0.2807
325.580,1.9244,-1.4909,0.3016
325.880,1.9749,-1.4747,0.3156
326.160,2.0224,-1.4591,0.3205
326.440,2.0701,-1.4433,0.3186
326.740,2.1207,-1.4268,0.3082
327.040,2.1711,-1.4112,0.2909
327.340,2.2211,-1.3969,0.2643
327.640,2.2711,-1.3842,0.2325
327.940,2.3210,-1.3734,0.1930
328.240,2.3708,-1.3648,0.1462
328.540,2.4206,-1.3588,0.0934
328.860,2.4735,-1.3555,0.0315
329.180,2.5260,-1.3556,-0.0366
329.500,2.5783,-1.3594,-0.1068
329.820,2.6301,-1.3668,-0.1776
330.140,2.6812,-1.3778,-0.2487
330.460,2.7316,-1.3925,-0.3169
330.780,2.7812,-1.4106,-0.3822
331.100,2.8299,-1.4319,-0.4425
331.400,2.8746,-1.4546,-0.4948
331.700,2.9184,-1.4796,-0.5423
332.000,2.9614,-1.5068,-0.5846
334.060,3.0103,-1.4914,0.6721
334.840,3.0468,-1.4548,1.0642
335.180,3.0694,-1.4077,1.1834
335.520,3.0861,-1.3584,1.3073
335.860,3.0964,-1.3075,1.4319
336.180,3.1008,-1.2572,1.5266
336.480,3.1021,-1.2051,1.5498
336.780,3.1041,-1.1543,1.5074
338.440,3.1018,-1.1033,2.2710
338.880,3.0767,-1.0587,1.8970
341.220,3.0304,-1.0347,3.1323
341.540,2.9795,-1.0364,-3.0610
341.880,2.9278,-1.0436,-2.9400
342.220,2.8781,-1.0552,-2.9563
342.640,2.8260,-1.0559,3.0171
342.960,2.7756,-1.0468,2.9335
343.260,2.7239,-1.0356,2.9323
343.560,2.6739,-1.0254,2.9260
343.920,2.6261,-1.0106,2.7303
344.260,2.5794,-0.9864,2.6154
344.560,2.5359,-0.9598,2.5759
344.860,2.4922,-0.9312,2.5509
345.160,2.4502,-0.9023,2.5101
346.740,2.3998,-0.8926,-3.0799
347.080,2.3489,-0.8927,3.0842
347.420,2.2982,-0.8868,2.9652
347.760,2.2487,-0.8749,2.8462
349.820,2.1994,-0.8667,-2.2804
350.180,2.1691,-0.9085,-2.1040
350.540,2.1479,-0.9541,-1.9095
350.880,2.1339,-1.0054,-1.8162
351.220,2.1189,-1.0542,-1.9535
351.640,2.0929,-1.0988,-2.2730
352.080,2.0528,-1.1314,-2.6401
352.420,2.0061,-1.1522,-2.7697
352.720,1.9570,-1.1706,-2.7871
353.020,1.9080,-1.1892,-2.7663
353.360,1.8594,-1.2069,-2.8874
353.740,1.8071,-1.2135,-3.0944
354.060,1.7557,-1.2135,3.1063
354.360,1.7039,-1.2108,3.0771
354.660,1.6509,-1.2070,3.0657
354.960,1.5997,-1.2026,3.0311
355.300,1.5484,-1.1939,2.9074
355.620,1.5001,-1.1797,2.8104
355.940,1.4514,-1.1609,2.7373
356.260,1.4034,-1.1385,2.6752
356.580,1.3570,-1.1133,2.6111
356.900,1.3127,-1.0852,2.5412
357.220,1.2712,-1.0544,2.4625
357.540,1.2327,-1.0205,2.3763
358.720,1.1878,-0.9929,2.8076
359.060,1.1408,-0.9733,2.6886
359.400,1.0963,-0.9483,2.5696
361.420,1.0524,-0.9245,-2.6104
361.760,1.0089,-0.9529,-2.5008
362.120,0.9695,-0.9875,-2.3347
362.440,0.9358,-1.0261,-2.2878
362.820,0.8990,-1.0624,-2.5118
363.260,0.8527,-1.0843,-2.8858
363.620,0.8011,-1.0923,-3.0492
363.920,0.7491,-1.0964,-3.0610
364.220,0.6982,-1.1014,-3.0228
364.520,0.6485,-1.1085,-2.9728
364.900,0.5986,-1.1121,3.0668
365.240,0.5488,-1.1042,2.9248
365.540,0.4993,-1.0920,2.8849
365.840,0.4483,-1.0781,2.8685
366.140,0.3984,-1.0638,2.8412
370.640,0.4397,-1.0934,-0.4592
370.960,0.4860,-1.1134,-0.3625
371.280,0.5344,-1.1293,-0.2727
371.600,0.5838,-1.1408,-0.1809
371.920,0.6338,-1.1474,-0.0837
372.260,0.6868,-1.1490,0.0256
372.600,0.7395,-1.1447,0.1385
372.920,0.7895,-1.1352,0.2273
373.220,0.8386,-1.1225,0.2716
373.520,0.8885,-1.1088,0.2500
373.840,0.9390,-1.0978,0.1702
374.180,0.9912,-1.0918,0.0545
374.520,1.0428,-1.0923,-0.0747
374.860,1.0942,-1.0994,-0.1996
375.200,1.1452,-1.1128,-0.3129
375.520,1.1922,-1.1307,-0.4125
375.840,1.2373,-1.1531,-0.5098
376.160,1.2798,-1.1797,-0.6092
376.480,1.3194,-1.2104,-0.7107
376.820,1.3574,-1.2470,-0.8240
377.160,1.3907,-1.2875,-0.9417
377.500,1.4187,-1.3314,-1.0650
377.840,1.4407,-1.3780,-1.1941
378.180,1.4565,-1.4270,-1.3248
378.520,1.4657,-1.4776,-1.4564
378.860,1.4682,-1.5290,-1.5874
379.200,1.4640,-1.5802,-1.7196
379.540,1.4531,-1.6300,-1.8562
382.440,1.4974,-1.6537,-0.0533
382.760,1.5492,-1.6545,0.0240
383.080,1.6004,-1.6512,0.1094
383.400,1.6507,-1.6433,0.1986
383.720,1.7002,-1.6311,0.2876
384.040,1.7486,-1.6144,0.3748
384.360,1.7957,-1.5936,0.4565
384.680,1.8418,-1.5688,0.5271
384.980,1.8844,-1.5424,0.5800
385.280,1.9265,-1.5135,0.6193
385.580,1.9688,-1.4826,0.6405
385.880,2.0114,-1.4504,0.6487
386.180,2.0538,-1.4187,0.6340
386.480,2.0958,-1.3888,0.6018
386.780,2.1380,-1.3612,0.5530
387.100,2.1837,-1.3350,0.4868
387.420,2.2305,-1.3124,0.4113
387.740,2.2782,-1.2939,0.3251
388.060,2.3268,-1.2800,0.2303
388.380,2.3761,-1.2710,0.1296
388.720,2.4286,-1.2672,0.0137
389.060,2.4806,-1.2696,-0.1082
389.400,2.5317,-1.2784,-0.2343
389.740,2.5812,-1.2936,-0.3610
390.080,2.6284,-1.3149,-0.4870
390.420,2.6726,-1.3420,-0.6129
390.760,2.7129,-1.3744,-0.7410
391.100,2.7484,-1.4114,-0.8746
391.440,2.7781,-1.4525,-1.0160
391.800,2.8018,-1.4988,-1.1879
392.180,2.8156,-1.5477,-1.4233
392.620,2.8141,-1.5995,-1.7878
393.060,2.7940,-1.6466,-2.1618
397.280,2.8354,-1.6182,0.6904
397.600,2.8744,-1.5834,0.7625
397.920,2.9113,-1.5458,0.8295
398.240,2.9452,-1.5060,0.9002
398.560,2.9759,-1.4641,0.9767
398.880,3.0030,-1.4203,1.0592
399.200,3.0261,-1.3747,1.1451
399.520,3.0452,-1.3272,1.2321
399.840,3.0601,-1.2783,1.3189
400.160,3.0709,-1.2277,1.3975
400.460,3.0786,-1.1770,1.4345
400.760,3.0862,-1.1261,1.4019
402.480,3.0674,-1.0782,1.9835
402.920,3.0560,-1.0285,1.6132
405.080,3.0064,-1.0170,2.9378
405.400,2.9555,-1.0084,3.0182
405.740,2.9035,-1.0050,3.1398
406.080,2.8522,-1.0083,-3.0120
406.400,2.8008,-1.0151,-3.0559
406.820,2.7500,-1.0119,2.8976
407.180,2.7030,-0.9942,2.7063
407.480,2.6579,-0.9716,2.6592
407.780,2.6108,-0.9467,2.6569
408.080,2.5640,-0.9225,2.6744
408.440,2.5187,-0.8962,2.5082
408.780,2.4809,-0.8632,2.3630
410.640,2.4290,-0.8632,-3.0057
410.980,2.3782,-0.8671,-3.1247
411.320,2.3272,-0.8650,3.0395
411.660,2.2769,-0.8568,2.9205
412.000,2.2280,-0.8427,2.8015
414.080,2.1897,-0.8754,-2.1292
414.460,2.1667,-0.9225,-1.9150
414.800,2.1532,-0.9730,-1.8042
415.120,2.1401,-1.0239,-1.8707
415.520,2.1189,-1.0711,-2.1422
415.940,2.0845,-1.1079,-2.4761
416.280,2.0409,-1.1373,-2.5886
416.580,1.9956,-1.1648,-2.5978
416.920,1.9508,-1.1886,-2.7356
417.240,1.9024,-1.2070,-2.8125
417.540,1.8540,-1.2226,-2.8548
417.900,1.8047,-1.2329,-3.0474
418.240,1.7528,-1.2341,3.1130
418.540,1.7028,-1.2313,3.0602
418.840,1.6514,-1.2263,3.0281
419.140,1.5996,-1.2197,3.0039
419.440,1.5485,-1.2119,2.9728
419.760,1.4994,-1.2012,2.8739
420.080,1.4514,-1.1854,2.7797
420.400,1.4042,-1.1652,2.6953
420.720,1.3587,-1.1411,2.6132
421.040,1.3154,-1.1134,2.5300
421.360,1.2746,-1.0822,2.4451
421.680,1.2371,-1.0478,2.3541
422.000,1.2034,-1.0105,2.2560
423.380,1.1571,-0.9865,2.8238
423.720,1.1097,-0.9677,2.7048
424.060,1.0649,-0.9434,2.5858
424.400,1.0233,-0.9140,2.4668
426.480,0.9748,-0.9314,-2.4899
426.840,0.9376,-0.9657,-2.2998
427.180,0.9068,-1.0058,-2.2126
427.560,0.8725,-1.0435,-2.4466
428.000,0.8278,-1.0684,-2.8206
428.380,0.7759,-1.0784,-3.0236
428.680,0.7242,-1.0835,-3.0464
428.980,0.6731,-1.0892,-3.0119
429.300,0.6214,-1.0948,-3.0724
429.700,0.5692,-1.0915,2.9502
430.020,0.5197,-1.0792,2.8615
430.320,0.4697,-1.0640,2.8394
430.600,0.4220,-1.0490,2.8342
430.900,0.3738,-1.0330,2.7907
435.620,0.4164,-1.0642,-0.4753
435.960,0.4649,-1.0858,-0.3667
436.280,0.5133,-1.1019,-0.2785
436.600,0.5634,-1.1140,-0.1966
436.920,0.6141,-1.1220,-0.1125
437.240,0.6650,-1.1255,-0.0239
437.560,0.7157,-1.1244,0.0683
437.880,0.7664,-1.1186,0.1574
438.200,0.8181,-1.1084,0.2225
438.500,0.8695,-1.0962,0.2380
438.800,0.9187,-1.0852,0.1899
439.120,0.9686,-1.0779,0.0933
439.460,1.0203,-1.0764,-0.0342
439.800,1.0719,-1.0814,-0.1593
440.140,1.1233,-1.0928,-0.2753
440.480,1.1733,-1.1100,-0.3865
440.800,1.2187,-1.1312,-0.4881
441.120,1.2618,-1.1569,-0.5874
441.440,1.3022,-1.1868,-0.6865
441.780,1.3412,-1.2225,-0.7976
442.120,1.3757,-1.2622,-0.9134
442.460,1.4052,-1.3054,-1.0326
442.800,1.4289,-1.3515,-1.1586
443.140,1.4465,-1.4000,-1.2876
443.480,1.4577,-1.4503,-1.4183
443.820,1.4622,-1.5016,-1.5482
444.160,1.4599,-1.5529,-1.6811
444.500,1.4509,-1.6031,-1.8179
444.840,1.4351,-1.6511,-1.9612
447.940,1.4860,-1.6637,0.0371
448.260,1.5368,-1.6596,0.1270
448.580,1.5866,-1.6508,0.2215
448.900,1.6353,-1.6374,0.3161
449.220,1.6829,-1.6194,0.4068
449.540,1.7292,-1.5971,0.4902
449.860,1.7742,-1.5708,0.5637
450.180,1.8184,-1.5410,0.6213
450.480,1.8594,-1.5104,0.6602
450.780,1.9006,-1.4776,0.6789
451.080,1.9421,-1.4440,0.6781
451.380,1.9832,-1.4116,0.6549
451.680,2.0242,-1.3813,0.6141
451.980,2.0659,-1.3535,0.5620
452.300,2.1112,-1.3270,0.4930
452.620,2.1574,-1.3045,0.4100
452.940,2.2048,-1.2865,0.3165
453.260,2.2532,-1.2733,0.2164
453.600,2.3052,-1.2649,0.1028
453.940,2.3575,-1.2626,-0.0163
454.280,2.4093,-1.2666,-0.1406
454.620,2.4600,-1.2771,-0.2674
454.960,2.5089,-1.2939,-0.3950
455.300,2.5552,-1.3168,-0.5235
455.640,2.5981,-1.3454,-0.6533
455.980,2.6366,-1.3791,-0.7877
456.320,2.6699,-1.4176,-0.9260
456.680,2.6982,-1.4621,-1.0885
457.040,2.7171,-1.5084,-1.2861
457.460,2.7242,-1.5595,-1.6071
457.900,2.7129,-1.6095,-1.9811
458.340,2.6844,-1.6514,-2.3461
462.720,2.7255,-1.6176,0.7309
463.040,2.7635,-1.5811,0.7974
463.340,2.7982,-1.5439,0.8396
463.640,2.8320,-1.5049,0.8709
463.940,2.8649,-1.4647,0.8987
464.240,2.8966,-1.4237,0.9275
464.540,2.9270,-1.3818,0.9589
464.840,2.9558,-1.3392,0.9932
465.140,2.9830,-1.2958,1.0311
465.440,3.0083,-1.2515,1.0709
465.740,3.0319,-1.2063,1.1112
466.040,3.0536,-1.1601,1.1507
467.900,3.0626,-1.1094,2.1299
468.340,3.0440,-1.0617,1.7564
470.900,3.0198,-1.0159,2.9555
471.220,2.9674,-1.0074,3.0164
471.560,2.9148,-1.0036,3.1304
471.900,2.8632,-1.0064,-3.0248
472.240,2.8112,-1.0150,-2.9808
472.660,2.7592,-1.0164,2.9870
473.080,2.7098,-0.9996,2.6769
473.400,2.6646,-0.9743,2.6008
473.700,2.6193,-0.9466,2.5945
474.000,2.5742,-0.9198,2.6153
474.300,2.5286,-0.8939,2.6364
474.680,2.4850,-0.8651,2.4234
476.580,2.4369,-0.8495,-3.0332
476.920,2.3860,-0.8520,3.1310
477.260,2.3351,-0.8485,3.0120
477.600,2.2851,-0.8389,2.8930
479.660,2.2523,-0.8786,-2.0603
480.020,2.2318,-0.9264,-1.8877
480.380,2.2196,-0.9783,-1.7491
480.700,2.2091,-1.0273,-1.8491
481.120,2.1878,-1.0738,-2.1761
481.500,2.1535,-1.1107,-2.4135
481.800,2.1149,-1.1430,-2.4619
482.100,2.0735,-1.1765,-2.4583
482.420,2.0335,-1.2089,-2.5198
482.780,1.9891,-1.2344,-2.6845
483.120,1.9420,-1.2542,-2.8031
483.440,1.8930,-1.2688,-2.8910
483.740,1.8435,-1.2803,-2.9326
484.040,1.7928,-1.2902,-2.9646
484.360,1.7429,-1.2976,-3.0612
484.720,1.6909,-1.2968,3.0506
485.040,1.6405,-1.2898,2.9614
485.360,1.5889,-1.2786,2.8962
485.680,1.5377,-1.2641,2.8375
486.000,1.4874,-1.2467,2.7780
486.320,1.4387,-1.2264,2.7132
486.640,1.3918,-1.2030,2.6430
486.960,1.3474,-1.1765,2.5639
487.280,1.3057,-1.1468,2.4777
487.600,1.2674,-1.1138,2.3829
487.920,1.2329,-1.0776,2.2807
488.260,1.2010,-1.0359,2.1636
489.620,1.1568,-1.0121,2.7280
489.960,1.1114,-0.9889,2.6090
490.300,1.0691,-0.9604,2.4900
492.380,1.0169,-0.9563,-2.6085
492.720,0.9745,-0.9850,-2.4749
493.080,0.9364,-1.0206,-2.3051
493.460,0.9002,-1.0573,-2.4812
493.900,0.8546,-1.0807,-2.8518
494.240,0.8027,-1.0925,-2.9548
494.540,0.7510,-1.1022,-2.9465
494.840,0.7011,-1.1131,-2.9066
495.240,0.6500,-1.1211,3.1300
495.640,0.6007,-1.1122,2.8410
495.960,0.5522,-1.0945,2.7623
496.260,0.5033,-1.0744,2.7495
496.560,0.4541,-1.0544,2.7615
496.860,0.4051,-1.0354,2.7804
497.160,0.3575,-1.0175,2.7524
497.540,0.3135,-0.9930,2.5135
497.880,0.2741,-0.9597,2.3853
498.200,0.2373,-0.9224,2.3149
498.500,0.2040,-0.8843,2.2688
498.800,0.1720,-0.8446,2.2292
499.100,0.1416,-0.8037,2.1882
499.400,0.1133,-0.7618,2.1422
499.700,0.0872,-0.7189,2.0911
500.020,0.0625,-0.6723,2.0248
500.340,0.0416,-0.6251,1.9446
500.660,0.0251,-0.5769,1.8549
500.980,0.0132,-0.5277,1.7609
501.300,0.0061,-0.4779,1.6627
501.640,0.0042,-0.4251,1.5499
501.980,0.0084,-0.3731,1.4284
502.320,0.0190,-0.3225,1.3016
502.660,0.0359,-0.2740,1.1687
503.000,0.0590,-0.2284,1.0329
503.340,0.0880,-0.1866,0.8947
503.680,0.1226,-0.1492,0.7566
504.020,0.1618,-0.1169,0.6171
504.400,0.2057,-0.0928,0.3819
504.740,0.2541,-0.0766,0.2629
505.080,0.3040,-0.0663,0.1439
505.420,0.3548,-0.0620,0.0249
505.760,0.4057,-0.0638,-0.0941
506.100,0.4561,-0.0716,-0.2131
506.440,0.5052,-0.0853,-0.3321
506.780,0.5523,-0.1048,-0.4511
507.120,0.5968,-0.1297,-0.5701
507.460,0.6380,-0.1597,-0.6891
507.800,0.6753,-0.1944,-0.8081
510.100,0.7238,-0.1731,0.5994
510.420,0.7648,-0.1426,0.6867
510.760,0.8038,-0.1069,0.7992
511.080,0.8394,-0.0685,0.7993
511.520,0.8813,-0.0391,0.4253
511.860,0.9292,-0.0219,0.2920
512.160,0.9792,-0.0078,0.2693
512.460,1.0300,0.0066,0.2861
512.760,1.0788,0.0214,0.2840
513.140,1.1279,0.0305,0.0387
513.500,1.1796,0.0274,-0.1349
513.820,1.2308,0.0183,-0.2084
514.120,1.2813,0.0067,-0.2381
514.420,1.3327,-0.0062,-0.2524
514.720,1.3839,-0.0198,-0.2661
515.020,1.4342,-0.0340,-0.2887
515.340,1.4844,-0.0502,-0.3549
515.680,1.5322,-0.0714,-0.4741
516.000,1.5759,-0.0966,-0.5709
516.320,1.6176,-0.1261,-0.6576
516.640,1.6571,-0.1592,-0.7397
516.960,1.6934,-0.1953,-0.8256
518.440,1.7417,-0.2121,-0.1737
518.780,1.7913,-0.2239,-0.2927
519.120,1.8391,-0.2415,-0.4117
519.460,1.8845,-0.2646,-0.5307
519.800,1.9269,-0.2930,-0.6497
521.740,1.9681,-0.3217,0.4247
522.120,2.0129,-0.2956,0.6348
522.500,2.0500,-0.2609,0.8691
522.880,2.0858,-0.2250,0.6397
523.320,2.1318,-0.2026,0.2657
523.700,2.1837,-0.1958,0.0571
524.000,2.2355,-0.1934,0.0496
524.300,2.2865,-0.1901,0.0881
524.680,2.3383,-0.1895,-0.1305
525.080,2.3880,-0.2043,-0.3962
525.380,2.4339,-0.2251,-0.4432
525.680,2.4816,-0.2478,-0.4367
525.980,2.5291,-0.2691,-0.4104
526.360,2.5739,-0.2936,-0.6348
526.720,2.6106,-0.3277,-0.8291
527.040,2.6448,-0.3680,-0.8925
529.100,2.6960,-0.3613,0.1863
529.440,2.7465,-0.3548,0.0673
529.780,2.7975,-0.3544,-0.0517
530.120,2.8481,-0.3601,-0.1707
530.460,2.8978,-0.3717,-0.2897
532.520,2.9325,-0.3352,1.0603
532.900,2.9530,-0.2872,1.2776
533.240,2.9642,-0.2365,1.3661
533.620,2.9792,-0.1884,1.1245
534.040,3.0096,-0.1458,0.8254
534.380,3.0468,-0.1101,0.7100
534.700,3.0883,-0.0769,0.6514
535.040,3.1305,-0.0477,0.5181
535.380,3.1760,-0.0268,0.3712
535.700,3.2260,-0.0094,0.3087
536.000,3.2769,0.0064,0.2987
536.340,3.3258,0.0193,0.1556
536.720,3.3759,0.0198,-0.0854
537.040,3.4267,0.0130,-0.1702
537.340,3.4773,0.0034,-0.2035
537.640,3.5285,-0.0078,-0.2249
537.940,3.5799,-0.0200,-0.2409
538.240,3.6305,-0.0330,-0.2649
538.560,3.6785,-0.0481,-0.3621
538.900,3.7253,-0.0696,-0.4921
539.220,3.7689,-0.0957,-0.5841
539.540,3.8107,-0.1259,-0.6654
539.860,3.8500,-0.1594,-0.7457
540.180,3.8863,-0.1958,-0.8290
540.500,3.9191,-0.2349,-0.9169
540.820,3.9480,-0.2764,-1.0115
541.140,3.9725,-0.3202,-1.1112
541.480,3.9933,-0.3688,-1.2231
545.420,4.0238,-0.3284,1.3000
545.740,4.0351,-0.2789,1.3921
546.060,4.0419,-0.2284,1.4817
546.380,4.0443,-0.1769,1.5635
546.700,4.0428,-0.1244,1.6312
547.000,4.0385,-0.0742,1.6802
547.300,4.0319,-0.0235,1.7188
547.600,4.0236,0.0283,1.7397
547.900,4.0143,0.0802,1.7564
548.200,4.0041,0.1318,1.7760
548.500,3.9929,0.1827,1.8011
548.800,3.9803,0.2327,1.8336
549.100,3.9661,0.2816,1.8748
549.400,3.9499,0.3295,1.9218
549.700,3.9314,0.3761,1.9740
550.020,3.9091,0.4243,2.0349
550.340,3.8839,0.4710,2.0961
550.640,3.8575,0.5141,2.1411
550.940,3.8286,0.5584,2.1495
551.240,3.8006,0.6023,2.1226
551.540,3.7754,0.6455,2.0700
551.860,3.7527,0.6914,1.9835
552.180,3.7350,0.7382,1.8819
552.520,3.7217,0.7892,1.7677
552.860,3.7144,0.8413,1.6523
553.200,3.7132,0.8938,1.5349
553.540,3.7182,0.9460,1.4171
553.880,3.7292,0.9971,1.2979
554.220,3.7463,1.0461,1.1729
554.560,3.7693,1.0923,1.0431
554.900,3.7980,1.1347,0.9090
555.240,3.8320,1.1728,0.7728
555.580,3.8709,1.2058,0.6363
555.920,3.9139,1.2333,0.4992
556.260,3.9600,1.2543,0.3577
556.600,4.0082,1.2684,0.2098
560.060,4.0260,1.3158,2.1864
560.380,3.9947,1.3565,2.2705
560.700,3.9601,1.3942,2.3574
561.020,3.9222,1.4288,2.4424
561.340,3.8814,1.4604,2.5227
561.660,3.8377,1.4892,2.5934
561.980,3.7914,1.5156,2.6512
562.280,3.7458,1.5387,2.6907
562.580,3.6986,1.5607,2.7167
562.880,3.6500,1.5823,2.7276
564.900,3.5988,1.5832,-2.4402
565.240,3.5580,1.5526,-2.5592
565.580,3.5138,1.5272,-2.6782
565.920,3.4670,1.5071,-2.7972
566.260,3.4180,1.4928,-2.9162
568.340,3.3822,1.4575,-1.6506
568.720,3.3840,1.4069,-1.4137
569.060,3.3965,1.3577,-1.2959
569.440,3.4056,1.3083,-1.5397
569.880,3.3976,1.2576,-1.9112
570.240,3.3754,1.2126,-2.1031
570.540,3.3484,1.1701,-2.1459
570.840,3.3212,1.1266,-2.1099
571.140,3.2950,1.0824,-2.1280
571.520,3.2641,1.0422,-2.3659
571.920,3.2222,1.0125,-2.6367
572.240,3.1749,0.9887,-2.6986
572.540,3.1266,0.9660,-2.7013
572.840,3.0786,0.9431,-2.6903
573.160,3.0319,0.9207,-2.7582
573.560,2.9814,0.9085,-3.0247
573.900,2.9288,0.9058,-3.1378
574.200,2.8783,0.9069,3.0979
574.500,2.8266,0.9099,3.0690
574.800,2.7747,0.9144,3.0432
575.100,2.7232,0.9202,3.0135
575.400,2.6728,0.9277,2.9726
575.700,2.6236,0.9374,2.9202
576.020,2.5730,0.9506,2.8486
576.340,2.5244,0.9674,2.7660
576.660,2.4780,0.9882,2.6752
576.980,2.4340,1.0130,2.5789
577.300,2.3931,1.0418,2.4776
577.640,2.3535,1.0766,2.3627
577.980,2.3186,1.1154,2.2418
578.320,2.2891,1.1578,2.1142
579.980,2.2478,1.1905,2.8549
580.320,2.1999,1.2078,2.7359
580.660,2.1543,1.2306,2.6169
581.000,2.1118,1.2587,2.4979
581.340,2.0729,1.2917,2.3789
583.400,2.0216,1.2914,-2.6188
583.780,1.9796,1.2607,-2.3989
584.140,1.9436,1.2256,-2.4424
584.580,1.8990,1.2005,-2.8164
585.000,1.8466,1.1923,-3.1128
585.300,1.7965,1.1926,3.1227
585.600,1.7456,1.1927,-3.1193
585.920,1.6928,1.1898,-3.0550
586.340,1.6408,1.1924,2.9155
586.760,1.5936,1.2127,2.5946
587.100,1.5517,1.2428,2.4681
587.400,1.5110,1.2762,2.4522
587.700,1.4700,1.3094,2.4691
588.000,1.4290,1.3412,2.4971
588.300,1.3871,1.3719,2.5058
590.240,1.3349,1.3768,-2.9248
590.580,1.2845,1.3688,-3.0438
590.920,1.2336,1.3669,3.1204
591.260,1.1828,1.3710,3.0014
591.600,1.1329,1.3811,2.8824
593.620,1.0937,1.3475,-2.1105
594.000,1.0715,1.2999,-1.8966
594.360,1.0594,1.2483,-1.7658
594.680,1.0482,1.1995,-1.8672
595.100,1.0255,1.1543,-2.1948
595.440,0.9933,1.1148,-2.3138
595.780,0.9567,1.0794,-2.4328
596.120,0.9161,1.0486,-2.5518
596.460,0.8721,1.0228,-2.6708
596.800,0.8254,1.0024,-2.7898
597.140,0.7751,0.9873,-2.9001
597.440,0.7257,0.9764,-2.9452
597.740,0.6755,0.9672,-2.9850
598.080,0.6244,0.9618,-3.1167
598.420,0.5727,0.9641,3.0397
598.740,0.5208,0.9715,2.9702
599.040,0.4712,0.9813,2.9239
599.340,0.4220,0.9933,2.8791
599.640,0.3737,1.0075,2.8300
599.960,0.3239,1.0253,2.7658
600.280,0.2764,1.0461,2.6887
600.600,0.2315,1.0704,2.6006
600.920,0.1893,1.0985,2.5082
601.240,0.1502,1.1302,2.4105
601.560,0.1147,1.1655,2.3088
601.900,0.0814,1.2064,2.1952
602.240,0.0534,1.2506,2.0749
602.580,0.0313,1.2974,1.9481
602.920,0.0155,1.3463,1.8163
603.260,0.0065,1.3966,1.6813
607.140,-0.0150,1.3509,-1.9183
607.460,-0.0296,1.3031,-1.8161
607.800,-0.0396,1.2510,-1.7061
608.120,-0.0439,1.2009,-1.6071
608.440,-0.0434,1.1501,-1.5164
608.760,-0.0384,1.0984,-1.4395
609.080,-0.0299,1.0458,-1.3824
609.380,-0.0193,0.9951,-1.3522
609.680,-0.0075,0.9431,-1.3457
609.980,0.0041,0.8914,-1.3587
610.280,0.0142,0.8408,-1.3911
610.580,0.0220,0.7913,-1.4434
610.900,0.0268,0.7393,-1.5158
611.220,0.0275,0.6880,-1.6009
611.540,0.0237,0.6375,-1.6937
611.860,0.0151,0.5881,-1.7949
612.200,0.0005,0.5374,-1.9087
612.540,-0.0198,0.4892,-2.0280
612.880,-0.0455,0.4442,-2.1534
613.220,-0.0766,0.4032,-2.2850
613.560,-0.1126,0.3668,-2.4187
613.900,-0.1532,0.3356,-2.5532
614.240,-0.1976,0.3100,-2.6873
614.580,-0.2448,0.2909,-2.8253
614.920,-0.2937,0.2786,-2.9699
615.280,-0.3458,0.2740,-3.1383
618.460,-0.3189,0.2283,-0.9753
618.780,-0.2884,0.1873,-0.8879
619.100,-0.2545,0.1493,-0.7978
619.420,-0.2174,0.1145,-0.7079
619.740,-0.1771,0.0829,-0.6214
620.060,-0.1338,0.0545,-0.5427
620.380,-0.0878,0.0288,-0.4768
620.680,-0.0424,0.0068,-0.4283
620.980,0.0049,-0.0137,-0.3959
621.280,0.0539,-0.0337,-0.3823
621.580,0.1032,-0.0537,-0.3929
621.880,0.1512,-0.0742,-0.4180
622.180,0.1971,-0.0958,-0.4619
622.500,0.2438,-0.1208,-0.5247
622.820,0.2877,-0.1485,-0.6007
623.140,0.3288,-0.1792,-0.6852
623.460,0.3666,-0.2131,-0.7771
623.780,0.4007,-0.2501,-0.8755
624.120,0.4323,-0.2925,-0.9871
624.460,0.4586,-0.3378,-1.1060
624.800,0.4790,-0.3856,-1.2299
